literal,code,standard,contributor,province
"Tweede West, Geneesk. Gest. Voor krankzinnigen",69,Franeker,cedarproject,Friesland
"Tweede West, Overige Huizen.",69,Franeker,cedarproject,Friesland
"Eerste Noord, Algemeen armhuis.",69,Franeker,cedarproject,Friesland
"Eerste Noord, Overige Huizen.",69,Franeker,cedarproject,Friesland
"Tweede Noord, Huizen",69,Franeker,cedarproject,Friesland
"Oostvliet, Huizen.",69,Franeker,cedarproject,Friesland
"Westvliet, Huizen.",69,Franeker,cedarproject,Friesland
Franeker. (Vervolg).,69,Franeker,cedarproject,Friesland
"Kaatsveld, Marechaussee Kazerne.",69,Franeker,cedarproject,Friesland
"Kaatsveld, Overige Huizen.",69,Franeker,cedarproject,Friesland
"Vijfhuizen, Huizen.",69,Franeker,cedarproject,Friesland
"Zevenhuizen, Huizen.",69,Franeker,cedarproject,Friesland
"Uitburen, Huizen",69,Franeker,cedarproject,Friesland
Franekeradeel,70,Franekeradeel,cedarproject,Friesland
"Dorp Tzum, Algemeen Armhuis.",70,Franekeradeel,cedarproject,Friesland
"Dorp Tzum, Overige Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Hitzum, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Achlum, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Midlum, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Herbaijum, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Dongjum, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Boer, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Ried, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Peins, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorp Zweins, Huizen.",70,Franekeradeel,cedarproject,Friesland
"Dorpn Scholum, Huizen.",70,Franekeradeel,cedarproject,Friesland
Keten.,70,Franekeradeel,cedarproject,Friesland
Gaasterland,71,Gaasterland,cedarproject,Friesland
Gaasterland,653,Gaasterlân-Sleat,cedarproject,Friesland
"Balk, Huizen.",71,Gaasterland,cedarproject,Friesland
"Balk, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Wijckel, Huizen.",71,Gaasterland,cedarproject,Friesland
"Wijckel, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Sondel, Huizen.",71,Gaasterland,cedarproject,Friesland
"Sondel, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Nijemirdum, Huizen.",71,Gaasterland,cedarproject,Friesland
"Nijemirdum, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Oudemirdum, Huizen.",71,Gaasterland,cedarproject,Friesland
"Oudemirdum, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Mirns & Bakhuizen, Huizen.",71,Gaasterland,cedarproject,Friesland
"Mirns & Bakhuizen, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Harich, Huizen.",71,Gaasterland,cedarproject,Friesland
"Harich, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
"Ruigahuizen, Huizen.",71,Gaasterland,cedarproject,Friesland
"Ruigahuizen, Huizen.",653,Gaasterlân-Sleat,cedarproject,Friesland
Gameren.,1058,Gameren,cedarproject,Gelderland
Gassel,1059,Gassel,cedarproject,Noord-Brabant
"Maasdijk, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Kerkenhoek, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Heihoek, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Nieuw Gassel, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Heide, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Molenakker, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
"Tongelaar, Huizen.",1059,Gassel,cedarproject,Noord-Brabant
Gasselte,115,Gasselte,cedarproject,Drenthe
"Gasselte, Huizen.",115,Gasselte,cedarproject,Drenthe
"Kostvliet, Huizen.",115,Gasselte,cedarproject,Drenthe
"Gasselternijveen, Huizen.",115,Gasselte,cedarproject,Drenthe
"Gasselterboerveen, Huizen.",115,Gasselte,cedarproject,Drenthe
"Gasselternijveensche mond, Huizen.",115,Gasselte,cedarproject,Drenthe
"Gasselterboerveensche mond, Huizen.",115,Gasselte,cedarproject,Drenthe
St. Geertruid.,966,Sint Geertruid,cedarproject,Limburg
"St. Geertruid, Huizen.",966,Sint Geertruid,cedarproject,Limburg
"Eckelrade, Huizen.",966,Sint Geertruid,cedarproject,Limburg
"Moerslag, Huizen.",966,Sint Geertruid,cedarproject,Limburg
"Bruisterbosch, Huizen.",966,Sint Geertruid,cedarproject,Limburg
"Herkenrade, Huizen.",966,Sint Geertruid,cedarproject,Limburg
"Libeek, Huizen.",966,Sint Geertruid,cedarproject,Limburg
Geertruidenberg.,779,Geertruidenberg,cedarproject,Noord-Brabant
Geervliet,509,Geervliet,cedarproject,Zuid-Holland
Geffen.,780,Geffen,cedarproject,Noord-Brabant
Geffen.,1671,Maasdonk,cedarproject,Noord-Brabant
Geldermalsen,236,Geldermalsen,cedarproject,Gelderland
Geldrop,781,Geldrop,cedarproject,Noord-Brabant
Geldrop,1771,Geldrop-Mierlo,cedarproject,Noord-Brabant
Geleen,906,Geleen,cedarproject,Limburg
Gemert.,782,Gemert,cedarproject,Noord-Brabant
Gemert.,1652,Gemert-Bakel,cedarproject,Noord-Brabant
Gemert (Vervolg).,782,Gemert,cedarproject,Noord-Brabant
Gemert (Vervolg).,1652,Gemert-Bakel,cedarproject,Noord-Brabant
Gendringen.,237,Gendringen,cedarproject,Gelderland
Gendringen.,1509,Oude IJsselstreek,cedarproject,Gelderland
"Gendringen, Huizen.",237,Gendringen,cedarproject,Gelderland
"Gendringen, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Wals, Huizen.",237,Gendringen,cedarproject,Gelderland
"Wals, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Wieken, Huizen.",237,Gendringen,cedarproject,Gelderland
"Wieken, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Milt, Huizen.",237,Gendringen,cedarproject,Gelderland
"Milt, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Veldhunten, Huizen.",237,Gendringen,cedarproject,Gelderland
"Veldhunten, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Varsselde, Huizen.",237,Gendringen,cedarproject,Gelderland
"Varsselde, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Mechelen, Huizen.",237,Gendringen,cedarproject,Gelderland
"Mechelen, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Voorst, Huizen.",237,Gendringen,cedarproject,Gelderland
"Voorst, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Klein Bredenbroek, Huizen",237,Gendringen,cedarproject,Gelderland
"Klein Bredenbroek, Huizen",1509,Oude IJsselstreek,cedarproject,Gelderland
"Groot Bredenbroek, Huizen.",237,Gendringen,cedarproject,Gelderland
"Groot Bredenbroek, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Etten, Klooster St. Ludwina.",237,Gendringen,cedarproject,Gelderland
"Etten, Klooster St. Ludwina.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Ulft, Klooster St. Ludwina.",237,Gendringen,cedarproject,Gelderland
"Ulft, Klooster St. Ludwina.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Ulft, Marechaussee kazerne.",237,Gendringen,cedarproject,Gelderland
"Ulft, Marechaussee kazerne.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Ulft, Overige Huizen.",237,Gendringen,cedarproject,Gelderland
"Ulft, Overige Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Pol, Huizen.",237,Gendringen,cedarproject,Gelderland
"Pol, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Oer, Huizen.",237,Gendringen,cedarproject,Gelderland
"Oer, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Ijsselhunter, Huizen.",237,Gendringen,cedarproject,Gelderland
"Ijsselhunter, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Warm, Huizen.",237,Gendringen,cedarproject,Gelderland
"Warm, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Ziek, Huizen.",237,Gendringen,cedarproject,Gelderland
"Ziek, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Rafelder, Huizen.",237,Gendringen,cedarproject,Gelderland
"Rafelder, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
"Netterden, Huizen.",237,Gendringen,cedarproject,Gelderland
"Netterden, Huizen.",1509,Oude IJsselstreek,cedarproject,Gelderland
Genemuiden.,154,Genemuiden,cedarproject,Overijssel
Genemuiden.,1896,Zwartewaterland,cedarproject,Overijssel
Gennep.,907,Gennep,cedarproject,Limburg
Gendt,238,Gendt,cedarproject,Gelderland
Gestel c.a.,1061,Gestel en Blaarthem,cedarproject,Noord-Brabant
Geulle,908,Geulle,cedarproject,Limburg
Giessen.,783,Giessen,cedarproject,Noord-Brabant
"Dorp, Huizen.",783,Giessen,cedarproject,Noord-Brabant
"Giess. Steeg. Fort ""Giessen"".",783,Giessen,cedarproject,Noord-Brabant
"Giess. Steeg, Overige Huizen.",783,Giessen,cedarproject,Noord-Brabant
"Eendeveld, Huizen.",783,Giessen,cedarproject,Noord-Brabant
"Steenenheul, Huizen.",783,Giessen,cedarproject,Noord-Brabant
"Eng, Huizen.",783,Giessen,cedarproject,Noord-Brabant
Giessendam,1063,Giessendam,cedarproject,Zuid-Holland
Giessen-Nieuwkerk,510,Giessenburg,cedarproject,Zuid-Holland
Giessen-Nieuwkerk,689,Giessenlanden,cedarproject,Zuid-Holland
Giessen-Nieuwkerk,1062,Giessen-Nieuwkerk,cedarproject,Zuid-Holland
Gieten,116,Gieten,cedarproject,Drenthe
Giethoorn.,155,Giethoorn,cedarproject,Overijssel
Gilze-Rijen.,784,Gilze en Rijen,cedarproject,Noord-Brabant
Ginneken,1064,Ginneken en Bavel,cedarproject,Noord-Brabant
Ginneken,817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ginneken, Piusgesticht.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ginneken, Piusgesticht.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ginneken, kom, Overige Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ginneken, kom, Overige Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Galder, Tuchtschool.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Galder, Tuchtschool.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Galder, Overige Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Galder, Overige Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Geersbroek, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Geersbroek, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Couwelaar, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Couwelaar, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Hondsdonk, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Hondsdonk, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Heistraat, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Heistraat, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Notsel, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Notsel, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Strijkbeek, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Strijkbeek, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Goudberg, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Goudberg, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Grazen, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Grazen, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ulvenhout, Theresiagesticht.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ulvenhout, Theresiagesticht.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ulverhout, Overige Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ulverhout, Overige Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Bieberg, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Bieberg, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Geersbroek, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Geersbroek, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
Ginniken (Vervolg),1064,Ginneken en Bavel,cedarproject,Noord-Brabant
Ginniken (Vervolg),817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Heusdenhout, Huizen",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Heusdenhout, Huizen",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ijpelaar, Semenarie Ijpelaar.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ijpelaar, Semenarie Ijpelaar.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ijpelaar, Overige Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ijpelaar, Overige Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Bavel, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Bavel, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Ijpelaarseind, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Ijpelaarseind, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Tervoort, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Tervoort, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Lijndonk, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Lijndonk, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Bolberg, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Bolberg, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Eikberg, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Eikberg, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
"Roosberg, Huizen.",1064,Ginneken en Bavel,cedarproject,Noord-Brabant
"Roosberg, Huizen.",817,Nieuw-Ginneken,cedarproject,Noord-Brabant
Goedereede.,511,Goedereede,cedarproject,Zuid-Holland
